loan_id,ead,lgd,credit_rating,rsq,sector,region
49,319969.23561751307,0.44603043036492446,BBB,0.2,Corporate,US
50,73305.97878157964,0.3119957629136221,A,0.2,Corporate,US
51,38859.037216598575,0.3777030725825525,CCC,0.2,Corporate,US
52,265921.0818372454,0.44650930739738637,BB,0.2,Corporate,UK
53,254507.8649511702,0.42088070416290474,B,0.2,CRE,US
54,1101933.2774749128,0.39107858720504396,B,0.2,FI,UK
55,1946853.1840581468,0.47883739378619644,BBB,0.2,Corporate,UK
56,743585.8741240667,0.3299197929000544,B,0.2,Corporate,UK
57,318481.82008843834,0.4037047082901602,AA,0.2,Corporate,UK
58,159514.86239266346,0.5174643056882361,A,0.2,CRE,UK
59,76046.91113656526,0.3940313340535227,AAA,0.2,Corporate,US
60,1506013.5168759217,0.46082975100121343,A,0.2,Corporate,US
61,240510.62535541537,0.3911477088673552,BBB,0.2,Corporate,UK
62,695115.0851036418,0.47866600897882944,A,0.2,CRE,UK
63,154630.4787013888,0.42317660015797454,BB,0.2,Corporate,US
64,271469.4531694939,0.520992459338322,BBB,0.2,CRE,US
65,197207.35315485555,0.2529442107663927,A,0.2,FI,UK
66,83229.46413667993,0.5047989876637581,BBB,0.2,CRE,US
67,281253.72788263654,0.22636570406225742,AA,0.2,FI,UK
68,1554350.1880497155,0.3042014273142339,BB,0.2,FI,UK
69,96161.7888078754,0.32132932343803394,AA,0.2,Corporate,UK
70,131768.19508091867,0.24303630161423176,CCC,0.2,FI,US
71,25984.812789334774,0.27477128421956026,BB,0.2,FI,UK
72,301314.95313543116,0.5154822181868495,A,0.2,CRE,UK
73,295576.66270326125,0.3737694828339619,AAA,0.2,FI,US
74,286554.33866666065,0.4706710397508803,BB,0.2,CRE,US
75,124085.88048787166,0.43984291023275107,BB,0.2,CRE,US
76,109531.37981723907,0.3240596122218583,BB,0.2,Corporate,UK
77,196945.1735700693,0.5366624513712024,BB,0.2,CRE,UK
78,273974.9670745298,0.541686173683537,AA,0.2,CRE,UK
79,160716.66228615897,0.2669536549402527,BBB,0.2,FI,UK
80,101420.43879320782,0.20357721219033711,AA,0.2,FI,UK
81,33305.262315715394,0.36304527049153595,B,0.2,Corporate,UK
82,429903.41193702153,0.34376259122308567,BBB,0.2,Corporate,UK
83,186226.86324464562,0.27793902686467636,A,0.2,FI,UK
84,39416.64445976674,0.5865293711772556,AA,0.2,CRE,US
85,303729.01710099727,0.3803479991505628,A,0.2,FI,UK
86,315804.61530389875,0.3634597454471159,A,0.2,Corporate,UK
87,100176.83822529113,0.24677722069191682,BB,0.2,FI,UK
88,57440.81354978474,0.3419440232470749,BBB,0.2,Corporate,UK
89,463298.53473401506,0.28238976437980573,B,0.2,FI,UK
90,99761.78191735354,0.2633531185418783,BBB,0.2,FI,UK
91,15444.063966954276,0.21782254407344495,AA,0.2,FI,US
92,151680.21949043556,0.33453538400709726,BB,0.2,Corporate,UK
93,187612.05580551576,0.3315453723768751,BB,0.2,FI,UK
94,181851.06490699685,0.35710469876979767,BBB,0.2,Corporate,US
95,79563.61550595044,0.4520852015654418,BB,0.2,CRE,UK
96,172538.00922691028,0.49257528768629666,BBB,0.2,Corporate,UK
97,328918.1926684531,0.5673808295741195,BBB,0.2,CRE,UK
98,19247.608743060246,0.26471252789086086,BBB,0.2,FI,UK
99,280411.5737259354,0.40630548989640336,AAA,0.2,CRE,UK
100,380427.7806183642,0.2759354488636655,AA,0.2,FI,US
101,115807.44429970185,0.37672297850912845,AAA,0.2,Corporate,UK
102,42611.60801103072,0.40911844454447277,BBB,0.2,CRE,US
103,400255.19609279337,0.20578638378214495,A,0.2,FI,UK
104,590554.0846801604,0.5304595085590178,BBB,0.2,CRE,US
105,53104.652069265474,0.4466974296739784,B,0.2,Corporate,UK
106,137262.88602846564,0.42952905927555773,A,0.2,Corporate,UK
107,60829.567318839,0.3187099825110076,BBB,0.2,Corporate,US
108,87281.17506845629,0.488433542688642,BB,0.2,Corporate,US
109,155266.5965406324,0.30130662276303033,A,0.2,Corporate,UK
110,411710.9914998675,0.393853756764733,AA,0.2,FI,UK
111,300904.41164212057,0.4339289754385463,A,0.2,CRE,US
112,187227.64025791484,0.45100324313953594,A,0.2,CRE,US
113,1481621.3449074628,0.38059407480825425,B,0.2,Corporate,UK
114,44386.91616627093,0.38827911971587326,BB,0.2,Corporate,UK
115,92212.20075845627,0.4867773378443438,BBB,0.2,Corporate,US
116,180871.14268236863,0.5739696379132053,B,0.2,CRE,UK
117,119191.11804075453,0.35836458898293433,BB,0.2,Corporate,US
118,132385.58462193504,0.32940575966093033,A,0.2,FI,UK
119,386525.7654578273,0.5268346367815145,B,0.2,CRE,UK
120,67259.42827895099,0.5679391922335385,BBB,0.2,CRE,US
121,961002.8170871366,0.45468253900811567,BB,0.2,Corporate,US
122,65327.76617164831,0.49046204813020083,B,0.2,CRE,UK
123,77675.67519127438,0.42420427550761686,A,0.2,Corporate,US
124,507864.52045391616,0.4125678337457106,AA,0.2,Corporate,UK
125,548443.3719394439,0.4713721640340174,A,0.2,Corporate,UK
126,117717.58939588763,0.4917131947271297,BBB,0.2,Corporate,UK
127,564539.5108831911,0.4089138879966874,BB,0.2,Corporate,US
128,65697.81131291519,0.2870164800375604,B,0.2,FI,UK
129,24143.846179550404,0.3201978701943798,AAA,0.2,FI,UK
130,438426.0547541553,0.46065641960082937,BBB,0.2,Corporate,UK
131,35863.543946023936,0.4352857765822124,BBB,0.2,Corporate,UK
132,160476.8945864308,0.5474853542480607,A,0.2,CRE,UK
133,1093049.9844578241,0.3060164610072034,AA,0.2,Corporate,US
134,63203.630337722025,0.410081650019509,A,0.2,Corporate,US
135,44597.671203883314,0.4603547975981515,B,0.2,CRE,UK
136,62750.86836466705,0.4318262438567936,A,0.2,CRE,UK
137,47643.23825343968,0.4415033153209874,BBB,0.2,CRE,UK
138,53834.70063886914,0.5848533142640036,BB,0.2,CRE,UK
139,34949.845314323706,0.3991378680709659,BBB,0.2,Corporate,UK
140,429836.63601124723,0.35221332665865496,CCC,0.2,FI,UK
141,30277.176271455366,0.3365139946810676,CCC,0.2,Corporate,UK
142,312231.29499936994,0.4279598571633752,A,0.2,Corporate,UK
143,31259.43955587348,0.41338701100157527,BBB,0.2,Corporate,UK
144,189607.9864754857,0.4971389385721122,A,0.2,Corporate,UK
145,395623.8868988896,0.4579503354711064,A,0.2,Corporate,UK
146,157077.2985553511,0.41253159238265424,AAA,0.2,Corporate,UK
147,48379.82528978764,0.5152932756740572,BBB,0.2,CRE,UK
148,155445.17471378073,0.30501083394245887,BBB,0.2,Corporate,UK
149,95082.35552402482,0.4020121026161726,AA,0.2,Corporate,US
150,134853.81586735882,0.44108226229870745,A,0.2,CRE,UK
151,44837.18625253262,0.43910320967169625,B,0.2,CRE,US
152,233089.19342558781,0.531342017108701,A,0.2,CRE,UK
153,123250.58296140873,0.3076054096118248,AA,0.2,Corporate,US
154,348721.2879779909,0.3220629150049797,BBB,0.2,Corporate,UK
155,458575.5407532496,0.5303319208939409,CCC,0.2,CRE,UK
156,230672.8764962172,0.5546254276105628,A,0.2,CRE,UK
157,117951.59062050631,0.5562699507807681,BB,0.2,CRE,UK
158,75419.11874158279,0.3227778316935942,BB,0.2,FI,UK
159,68015.7730647747,0.3214440009725109,A,0.2,Corporate,UK
160,226875.99459010537,0.4219510308709364,BB,0.2,CRE,UK
161,273219.12672942335,0.46320266437978275,BBB,0.2,Corporate,UK
162,142228.8814827443,0.42621204021213216,BBB,0.2,CRE,UK
163,160600.91796545693,0.4171493387872637,BBB,0.2,Corporate,UK
164,40692.351677862556,0.4787497134550754,BBB,0.2,CRE,US
165,187822.96307070064,0.3981471260372974,AA,0.2,FI,UK
166,102631.80973703289,0.21216435639870546,BB,0.2,FI,US
167,519038.617779744,0.42086671668434816,A,0.2,Corporate,UK
168,224639.46686548716,0.4550860009623773,A,0.2,Corporate,US
169,120094.53777171945,0.49506969043633703,AAA,0.2,Corporate,UK
170,241113.15138357657,0.3865669159927756,BBB,0.2,FI,UK
171,1065439.6143848673,0.3772029954670311,BB,0.2,Corporate,UK
172,389346.5657261655,0.5702255316210701,AAA,0.2,CRE,UK
173,92078.12644458827,0.40340789457864923,BBB,0.2,CRE,US
174,271102.16173987987,0.560710729038996,A,0.2,CRE,UK
175,2960814.611385257,0.4419296887868882,BBB,0.2,Corporate,US
176,391081.0288387468,0.41748744030709795,A,0.2,CRE,US
177,143390.83061184795,0.4513965158596953,BB,0.2,Corporate,UK
178,564218.8740375732,0.3911312965256292,BBB,0.2,Corporate,US
179,27014.419210801923,0.201824307310315,B,0.2,FI,US
180,56901.34262903653,0.39117539852577443,AA,0.2,Corporate,UK
181,24768.81649420925,0.3378445077814997,A,0.2,Corporate,US
182,33434.938454204545,0.3634939065728369,AA,0.2,Corporate,UK
183,165092.80499288844,0.2270773604698468,B,0.2,FI,UK
184,40995.72084350726,0.5545683949715974,B,0.2,CRE,UK
185,59522.593976010525,0.4254961855023657,A,0.2,CRE,UK
186,29251.33535533928,0.3501119145459369,BB,0.2,Corporate,UK
187,259042.89611021723,0.4665962429510741,BB,0.2,Corporate,UK
188,47768.7852411676,0.4948847715632229,BBB,0.2,Corporate,UK
189,389364.49861263006,0.45665466433095175,BBB,0.2,Corporate,UK
190,141893.4244606864,0.5868532609786989,A,0.2,CRE,UK
191,656949.755821779,0.5300682763304226,AA,0.2,CRE,UK
192,113878.72612179302,0.33979366316963044,B,0.2,FI,UK
193,387481.6668435827,0.519442897292024,B,0.2,CRE,UK
194,200012.18756741413,0.48418766577484884,BBB,0.2,Corporate,UK
195,299014.0761586269,0.38271617196793856,A,0.2,Corporate,UK
196,420169.3664528826,0.5937993636967644,A,0.2,CRE,UK
197,195576.75336210692,0.5354088117978577,BB,0.2,CRE,UK
198,238078.68236780653,0.41646691191463925,B,0.2,Corporate,US
199,285279.77749665227,0.31336068558229013,B,0.2,Corporate,UK
200,32459.341450211083,0.509355407285958,BB,0.2,CRE,UK
201,235518.74704897107,0.5982587295802518,BBB,0.2,CRE,US
202,375944.1151842138,0.5660000354153175,AA,0.2,CRE,UK
203,149978.95232906812,0.5708000014948034,A,0.2,CRE,UK
204,42050.769778997754,0.48402775726087144,B,0.2,CRE,UK
205,268267.4490326498,0.47210371747738317,BBB,0.2,Corporate,US
206,40015.25298784747,0.4022053971358424,AAA,0.2,CRE,UK
207,30272.449390323996,0.4293839931499924,AA,0.2,Corporate,US
208,520775.9034561889,0.5082014719313085,BB,0.2,CRE,US
209,274360.6036757723,0.4498555091792779,AAA,0.2,Corporate,US
210,73117.08140161716,0.31565964916303396,A,0.2,Corporate,UK
211,248568.65603587322,0.2675602270751219,BBB,0.2,FI,UK
212,133488.88149203378,0.5199618907668091,BB,0.2,CRE,US
213,364281.0455414917,0.4039501703601654,BB,0.2,CRE,UK
214,3447061.4653943684,0.2728021772393389,A,0.2,FI,US
215,67100.53151498231,0.36603309018462543,BB,0.2,FI,US
216,114554.62120826052,0.4869585495945964,A,0.2,CRE,UK
217,50032.56362470445,0.4690923147921554,A,0.2,CRE,UK
218,462829.0603719379,0.2720277102925453,BB,0.2,FI,UK
219,129339.67690506554,0.4767253015066878,BBB,0.2,CRE,US
220,130316.63603319608,0.3723468609604527,BB,0.2,FI,US
221,106235.78351711153,0.2335352527025829,BB,0.2,FI,UK
222,90694.68355924064,0.542482321223416,BBB,0.2,CRE,UK
223,96361.25804686923,0.2817367036553335,AA,0.2,FI,US
224,110391.89582064553,0.3710999799965785,BBB,0.2,Corporate,UK
225,357213.4878849169,0.41179675870969434,A,0.2,Corporate,UK
226,412205.30934950395,0.3982059613128249,A,0.2,Corporate,UK
227,190388.0652294912,0.5565250947340238,CCC,0.2,CRE,UK
228,688081.4861956197,0.4457550867185027,BBB,0.2,Corporate,UK
229,305177.2829196007,0.5929375979171112,B,0.2,CRE,US
230,86779.08835095276,0.22398246539883493,BBB,0.2,FI,UK
231,390676.2044300787,0.39529228498027624,BB,0.2,Corporate,US
232,414773.23210827546,0.5236423870592496,BBB,0.2,CRE,UK
233,193232.23456968038,0.5632334326818076,BBB,0.2,CRE,UK
234,122839.37618028889,0.34848822001354574,BBB,0.2,FI,US
235,42304.89917474321,0.48548827486468277,A,0.2,Corporate,UK
236,101557.21554623616,0.3486915624736792,BB,0.2,FI,US
237,25474.786421848858,0.45821265113457854,A,0.2,CRE,UK
238,114340.87671534433,0.42552488783983744,AAA,0.2,Corporate,UK
239,170645.2798089701,0.209212073945496,BBB,0.2,FI,UK
240,482345.6623846563,0.426292452140484,A,0.2,CRE,UK
241,95946.14844720514,0.3918360496693335,B,0.2,Corporate,UK
242,209390.37287701367,0.21340719205885922,CCC,0.2,FI,UK
243,509893.94493633485,0.4859093166834357,B,0.2,Corporate,UK
244,52139.037899468945,0.40628588700457946,BBB,0.2,Corporate,US
245,286609.72243203176,0.35296329239501234,AAA,0.2,FI,UK
246,30977.797046996016,0.4566924594482861,B,0.2,Corporate,US
247,62684.9620715286,0.24108244709178947,BBB,0.2,FI,UK
248,68803.48895372379,0.41110106327090784,CCC,0.2,Corporate,UK
249,81533.80430638949,0.4988071350842622,CCC,0.2,Corporate,US
250,79487.80248352437,0.5044860240522603,B,0.2,CRE,UK
251,228501.80295450674,0.38674376567904895,A,0.2,FI,UK
252,132112.937394887,0.3508222018283861,BBB,0.2,Corporate,UK
253,57836.06736682082,0.4968779424875021,B,0.2,CRE,US
254,35593.147060412615,0.3354384895748739,A,0.2,Corporate,US
255,320850.74028226157,0.48033853440992935,A,0.2,Corporate,UK
256,424020.0034248369,0.41245805773643324,BBB,0.2,Corporate,UK
257,161169.53936795535,0.24931685557254335,B,0.2,FI,US
258,9914.568715743702,0.5430587722489669,BB,0.2,CRE,UK
259,97780.98330552682,0.36067778781484455,BBB,0.2,FI,UK
260,82440.91150365316,0.47651675279700356,AA,0.2,CRE,UK
261,96916.39309150682,0.4154612423203947,BBB,0.2,Corporate,UK
262,605678.5039771755,0.4301936958591514,CCC,0.2,Corporate,UK
263,318447.55356654193,0.4400933808275291,AA,0.2,CRE,UK
264,359653.8623724774,0.48485872702470517,BBB,0.2,Corporate,US
265,470097.7683611617,0.3062590076271426,B,0.2,FI,US
266,109563.06974923717,0.490677961306912,BB,0.2,CRE,UK
267,116184.06065246675,0.5048178079903162,BB,0.2,CRE,UK
268,176933.36397603326,0.4734035985829344,BB,0.2,Corporate,US
269,92073.910274575,0.44246601364618043,BBB,0.2,Corporate,UK
270,90264.81219926152,0.36741554241771657,A,0.2,FI,UK
271,377562.4300502345,0.5164320452691968,BB,0.2,CRE,US
272,291184.2458189257,0.29967082574606524,BB,0.2,FI,UK
273,20324.296772966638,0.48534555838236487,B,0.2,Corporate,US
274,134669.54940022953,0.5161066699460585,B,0.2,CRE,US
275,527611.8067650507,0.25597468470090146,BBB,0.2,FI,UK
276,356136.48232240335,0.5353715155306987,BBB,0.2,CRE,UK
277,181541.29030725625,0.3512924085264304,BB,0.2,Corporate,UK
278,751676.3523024784,0.31670375559462577,BBB,0.2,Corporate,UK
279,108323.04773850502,0.46442246305186735,BB,0.2,Corporate,UK
280,128278.54976931968,0.48941671905604095,BB,0.2,Corporate,UK
281,20706.868509907177,0.491713712741252,B,0.2,Corporate,UK
282,160797.10498251507,0.41956276409550547,A,0.2,CRE,UK
283,1056374.75273385,0.49936252016152266,BBB,0.2,Corporate,US
284,160670.98122544764,0.25879559072136676,AA,0.2,FI,UK
285,200869.65480098917,0.47914318913991244,BBB,0.2,Corporate,US
286,135878.61577664618,0.27309525730654083,AAA,0.2,FI,US
287,256255.07576466567,0.30642774499769376,BBB,0.2,Corporate,UK
288,84010.99627825797,0.39416452877993624,BBB,0.2,Corporate,US
289,965755.0335037294,0.30101287236286073,A,0.2,Corporate,UK
290,482963.08107702207,0.5152173098058989,BBB,0.2,CRE,UK
291,330249.1493782814,0.22395773949002518,AAA,0.2,FI,UK
292,525567.8952884965,0.29678145240039683,AAA,0.2,FI,UK
293,158008.00893831754,0.24178583485963356,BB,0.2,FI,UK
294,83790.1879103512,0.4960245947138991,BBB,0.2,Corporate,UK
295,235703.94255581082,0.3624563825426626,AA,0.2,FI,US
296,538284.0555863418,0.40290328648776597,BBB,0.2,Corporate,UK
297,122732.46550465323,0.4264024111780488,BB,0.2,Corporate,UK
298,120877.52600342383,0.3363652023332624,A,0.2,FI,US
299,183113.4199373016,0.47984718906439633,BBB,0.2,Corporate,UK
300,22519.625297107166,0.38320846880747533,AA,0.2,Corporate,UK
301,57715.5063860446,0.5899990206304285,AA,0.2,CRE,UK
302,91734.78235027437,0.2818465878270783,BBB,0.2,FI,UK
303,528509.045122055,0.5448786403811807,BBB,0.2,CRE,UK
304,244569.62501219052,0.5610976456744604,BBB,0.2,CRE,UK
305,57025.18081892513,0.40454050625702276,BB,0.2,CRE,UK
306,228327.0219188668,0.4201125863752533,CCC,0.2,Corporate,UK
307,180262.74847087276,0.46187479457952707,BBB,0.2,CRE,UK
308,97528.7000408388,0.3626305569475516,A,0.2,Corporate,UK
309,87971.1796286527,0.37041477475410356,BB,0.2,Corporate,UK
310,1735983.1624066485,0.416764942287815,A,0.2,Corporate,UK
311,27430.486401655537,0.4876217151867958,BBB,0.2,CRE,UK
312,93392.07009332019,0.5985741227665277,AA,0.2,CRE,UK
313,367485.5370111448,0.3763231205125649,AAA,0.2,FI,UK
314,68373.36887732732,0.404532914921059,CCC,0.2,Corporate,UK
315,94165.28228132034,0.46467487597321677,BB,0.2,CRE,UK
316,49748.19366985239,0.3456796820849207,BB,0.2,FI,UK
317,209336.96749618812,0.5867478170041944,BBB,0.2,CRE,UK
318,234660.982240433,0.44728223113488835,A,0.2,CRE,UK
319,55173.89379167231,0.41510822522988877,A,0.2,Corporate,UK
320,689451.898768437,0.5101330016540611,A,0.2,CRE,UK
321,62059.091902490174,0.4356350875335503,BBB,0.2,CRE,UK
322,256747.21302408344,0.3372023936441127,BB,0.2,FI,UK
323,45105.3874619079,0.42988200834500584,BB,0.2,CRE,US
324,283142.48442373995,0.40660418285699285,A,0.2,CRE,UK
325,272695.7872897799,0.3864058852089104,CCC,0.2,FI,UK
326,78425.99779489578,0.3431463634785248,BB,0.2,Corporate,UK
327,237287.7253938694,0.486005934890159,BBB,0.2,CRE,UK
328,230046.14340980383,0.4728643268609193,BBB,0.2,Corporate,UK
329,129512.24441405812,0.47508107130500254,BBB,0.2,CRE,US
330,372486.8490739335,0.41087298441501235,A,0.2,Corporate,US
331,66814.30192591218,0.3374065111178341,BBB,0.2,Corporate,US
332,562750.8796049883,0.29324677272424066,BB,0.2,FI,UK
333,280552.6758595722,0.30015458359442976,AAA,0.2,Corporate,UK
334,45502.922126005156,0.4666335584523482,AA,0.2,Corporate,US
335,284064.53445955977,0.47961625815254744,AAA,0.2,CRE,UK
336,131439.3993823099,0.37135226947335653,AAA,0.2,Corporate,UK
337,90708.94788465528,0.4170149884252743,B,0.2,CRE,UK
338,351087.4795575814,0.31325962636044585,BB,0.2,Corporate,US
339,463327.93902594014,0.3780101910800886,BBB,0.2,Corporate,US
340,15845.16158865182,0.3532247121579243,AA,0.2,FI,UK
341,154088.03200550546,0.29496918324326565,BBB,0.2,FI,UK
342,142562.0955425283,0.47770731947029266,BBB,0.2,Corporate,UK
343,95957.70166894721,0.4235724631620128,A,0.2,CRE,UK
344,197581.31513113284,0.4629356917351764,BBB,0.2,Corporate,UK
345,460783.16175875906,0.36262426941697706,BBB,0.2,Corporate,US
346,44528.38318990661,0.557622532706255,BBB,0.2,CRE,UK
347,77017.66530605381,0.33689381092645393,BBB,0.2,Corporate,US
348,78382.0121425647,0.45636265816478616,AAA,0.2,CRE,UK
349,289127.7341426632,0.44113111863735854,BBB,0.2,CRE,UK
350,92163.30129860705,0.40208004312020024,BBB,0.2,CRE,UK
351,349725.20200054394,0.314539892480013,BBB,0.2,FI,UK
352,407658.53687440226,0.5786733671894086,B,0.2,CRE,US
353,131640.118718643,0.4417405005703206,BB,0.2,CRE,UK
354,195802.3683721809,0.25033826669955295,A,0.2,FI,US
355,142215.40634038244,0.3625876294157851,AA,0.2,Corporate,UK
356,1244567.0749430913,0.3163127286518407,BBB,0.2,Corporate,UK
357,62543.698763983215,0.3317393495303313,AAA,0.2,Corporate,UK
358,36149.97042084818,0.3363290621467832,BBB,0.2,Corporate,UK
359,12035.637123047585,0.5174174353019211,B,0.2,CRE,UK
360,201957.3571475239,0.45348650745055047,BBB,0.2,Corporate,US
361,206487.17084796124,0.4989129163961416,BBB,0.2,Corporate,UK
362,52362.37583417446,0.33613255077892795,BBB,0.2,Corporate,UK
363,76081.22998602684,0.38106462595241364,BBB,0.2,Corporate,US
364,437684.66948573233,0.32721141485650296,BBB,0.2,Corporate,US
365,370720.99948786653,0.44625192052812146,B,0.2,Corporate,UK
366,128056.59272306689,0.4249567508746307,BBB,0.2,Corporate,US
367,103432.40929276262,0.47708857895225515,CCC,0.2,CRE,UK
368,99166.76855723096,0.3943332866591071,B,0.2,FI,US
369,232478.65470912957,0.4459447730932146,A,0.2,Corporate,UK
370,236140.58505978683,0.3270546573046444,AA,0.2,Corporate,UK
371,359981.6890663367,0.4106306949588898,AA,0.2,Corporate,UK
372,320616.6165729177,0.31725117516387047,AAA,0.2,FI,UK
373,74445.94866304487,0.21593904878236247,AA,0.2,FI,UK
374,182549.01220885944,0.5404997820285832,BB,0.2,CRE,US
375,261900.279967051,0.35444444094633104,AA,0.2,Corporate,UK
376,95428.20866471909,0.48024945188986085,A,0.2,CRE,UK
377,160616.1583264427,0.5128598256653087,BB,0.2,CRE,UK
378,84406.29372685129,0.2047440460013661,AAA,0.2,FI,US
379,69116.73944517139,0.5831206191614853,BB,0.2,CRE,UK
380,46894.86316674275,0.49017083323805843,A,0.2,CRE,US
381,51314.16064034006,0.49733389038655645,AA,0.2,Corporate,US
382,109620.14210583638,0.28531945193169056,BB,0.2,FI,UK
383,87285.35190977041,0.45363380217448185,BBB,0.2,CRE,US
384,394882.1667275927,0.5540070667197021,B,0.2,CRE,UK
385,78157.8371654993,0.5929393398512915,BB,0.2,CRE,US
386,139036.02058092423,0.5689569540682838,BB,0.2,CRE,UK
387,199218.0644994583,0.586158209448417,A,0.2,CRE,US
388,69836.9749785684,0.3254455072537895,A,0.2,FI,UK
389,110948.29145097976,0.5303101981644702,BB,0.2,CRE,US
390,10857.858161377057,0.3926040817567113,BB,0.2,Corporate,UK
391,474823.44712973875,0.22336189540138873,CCC,0.2,FI,US
392,219709.22512672402,0.4247514753629514,BBB,0.2,Corporate,US
393,2688074.4019272123,0.4066464742700341,BBB,0.2,CRE,UK
394,142777.8238003705,0.32057179665820396,BB,0.2,Corporate,UK
395,310738.35847913043,0.3260071577693884,A,0.2,FI,UK
396,425055.18123405386,0.39873843166822376,B,0.2,Corporate,UK
397,195278.35969096216,0.37933319487171524,B,0.2,Corporate,US
398,36629.39222181901,0.440171723582449,BBB,0.2,CRE,UK
399,1373513.0546056614,0.4226971184141587,BB,0.2,Corporate,UK
400,131684.69348108352,0.4464601497160851,BB,0.2,CRE,UK
401,114165.17161131417,0.3583681846466156,AA,0.2,Corporate,US
402,188860.84880638326,0.4471638860071046,B,0.2,Corporate,UK
403,866262.9843107391,0.4289506817098721,BBB,0.2,Corporate,UK
404,382355.91512278153,0.4788169476762713,BB,0.2,Corporate,UK
405,400091.0391154037,0.44540293037079587,A,0.2,CRE,UK
406,131233.42714655394,0.3158906533762407,B,0.2,Corporate,US
407,741658.7843995182,0.4319093720713154,BBB,0.2,Corporate,UK
408,129488.59232500404,0.31665320765320776,AAA,0.2,Corporate,UK
409,41258.188939029285,0.45647920426324756,B,0.2,CRE,UK
410,152137.83497458234,0.45920228322355594,AA,0.2,Corporate,US
411,161523.6668623689,0.3298114532054615,A,0.2,Corporate,UK
412,60948.677373106744,0.3780878976687015,CCC,0.2,Corporate,US
413,89760.94975579689,0.3155562875541606,CCC,0.2,Corporate,UK
414,80822.34981001953,0.4285006930777616,BBB,0.2,CRE,UK
415,572444.946688482,0.30182049397428196,BBB,0.2,Corporate,UK
416,105839.53878824027,0.49016505093836393,BBB,0.2,Corporate,UK
417,307813.26426665025,0.3409921657549044,A,0.2,Corporate,UK
418,343546.97118280304,0.3164022137080646,A,0.2,Corporate,UK
419,405804.8281979414,0.5027462611880706,BB,0.2,CRE,US
420,315145.4205035715,0.5404471921481099,BB,0.2,CRE,UK
421,223074.01015517992,0.31839139358423313,BB,0.2,Corporate,US
422,14851.355076931182,0.4536716013374765,BB,0.2,Corporate,US
